ID,Name,Task,Genes
GO:0075294,positive regulation by symbiont of entry into host,GO,"[""10475"",""3123"",""3146"",""3956"",""3965"",""5034"",""5045"",""56649"",""6609"",""7113"",""81559"",""920"",""972""]"
GO:0090087,regulation of peptide transport,GO,"[""1080"",""111"",""11132"",""114"",""131177"",""1392"",""1393"",""150"",""2029"",""222546"",""2243"",""2244"",""2266"",""23409"",""252983"",""2645"",""2691"",""2695"",""2696"",""2746"",""3077"",""3123"",""3458"",""353500"",""3553"",""3569"",""3630"",""3667"",""3670"",""3741"",""3767"",""4544"",""4760"",""4843"",""5071"",""5127"",""51738"",""51768"",""55107"",""55636"",""57555"",""5950"",""5978"",""63036"",""6352"",""640"",""6422"",""6616"",""6804"",""6810"",""6934"",""7021"",""7036"",""7124"",""7349"",""7849"",""80024"",""8609"",""8938"",""9024"",""90550"",""9463"",""972"",""9854"",""9971""]"
GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO,"[""1001"",""100532736"",""10272"",""10273"",""10468"",""11171"",""114990"",""117166"",""135228"",""163126"",""1745"",""2280"",""22943"",""23089"",""23592"",""25805"",""25928"",""26036"",""26585"",""27122"",""283149"",""28996"",""3303"",""3547"",""390598"",""4052"",""406881"",""406884"",""406888"",""406890"",""406892"",""406899"",""406911"",""406932"",""406934"",""406937"",""406952"",""406953"",""406976"",""406979"",""406980"",""406982"",""406987"",""406988"",""406996"",""407017"",""407018"",""407019"",""407024"",""407046"",""407050"",""407054"",""4091"",""4092"",""442897"",""442913"",""4681"",""50964"",""51232"",""51341"",""51592"",""5170"",""5300"",""5465"",""5468"",""54829"",""5494"",""55756"",""56937"",""57154"",""58533"",""63976"",""64081"",""64750"",""6497"",""650"",""652991"",""6868"",""7049"",""7080"",""7130"",""7321"",""7323"",""7471"",""753"",""79639"",""79674"",""81031"",""83891"",""8483"",""8646"",""90"",""9110"",""9241"",""9350"",""9573"",""9719"",""9958""]"
GO:0090199,regulation of release of cytochrome c from mitochondria,GO,"[""10018"",""10059"",""10105"",""10962"",""1191"",""2395"",""26355"",""27069"",""27166"",""2876"",""29108"",""3082"",""4318"",""4976"",""5071"",""51499"",""5329"",""5366"",""551"",""56947"",""57048"",""5716"",""572"",""578"",""581"",""598"",""637"",""638"",""64112"",""65018"",""664"",""7157"",""8739"",""8743"",""8996"",""9141""]"
GO:0090200,positive regulation of release of cytochrome c from mitochondria,GO,"[""10018"",""10059"",""10962"",""26355"",""29108"",""4318"",""5329"",""5366"",""56947"",""572"",""581"",""637"",""638"",""64112"",""65018"",""664"",""7157"",""8739"",""8743"",""9141""]"
GO:0090287,regulation of cellular response to growth factor stimulus,GO,"[""1001"",""10016"",""1003"",""100532736"",""10252"",""10253"",""10272"",""10273"",""1028"",""1030"",""10563"",""11171"",""112744"",""114990"",""116844"",""117166"",""135228"",""1387"",""147372"",""153090"",""163126"",""1634"",""1745"",""183"",""186"",""2022"",""2033"",""222663"",""2246"",""2247"",""2249"",""2260"",""2280"",""22905"",""22938"",""23089"",""23213"",""23592"",""25778"",""25805"",""25865"",""25928"",""26036"",""26585"",""283149"",""2887"",""28996"",""3091"",""3273"",""3276"",""3303"",""331"",""3326"",""345193"",""3491"",""3553"",""3565"",""3592"",""3593"",""3622"",""3675"",""3678"",""3688"",""3690"",""390598"",""405"",""4052"",""406881"",""406884"",""406888"",""406890"",""406892"",""406899"",""406903"",""406904"",""406911"",""406932"",""406934"",""406937"",""406948"",""406950"",""406952"",""406953"",""406976"",""406979"",""406980"",""406982"",""406985"",""406987"",""406991"",""406996"",""407019"",""407024"",""407030"",""407046"",""407050"",""407054"",""4087"",""4088"",""4089"",""4091"",""4092"",""4221"",""442897"",""442913"",""4435"",""4504"",""4641"",""4681"",""493"",""5015"",""5046"",""50964"",""51232"",""51341"",""51592"",""5170"",""5291"",""5300"",""5465"",""5468"",""54829"",""5494"",""54976"",""55756"",""55816"",""56937"",""57045"",""57154"",""57556"",""57608"",""58533"",""607"",""6091"",""6386"",""63893"",""63976"",""64081"",""64094"",""64750"",""6497"",""650"",""652991"",""6794"",""6868"",""7040"",""7041"",""7057"",""7080"",""7130"",""7321"",""7323"",""7422"",""7448"",""7471"",""7498"",""753"",""79176"",""79639"",""79674"",""79812"",""80139"",""81031"",""81792"",""8200"",""83891"",""8425"",""8483"",""8573"",""8646"",""8817"",""8823"",""8848"",""8862"",""90993"",""9110"",""9146"",""9241"",""9350"",""9353"",""94"",""9508"",""9573"",""967"",""9719"",""9839"",""9958""]"
GO:0098543,detection of other organism,GO,"[""10333"",""10392"",""114770"",""114771"",""3105"",""3106"",""3123"",""57115"",""58484"",""64127"",""64581"",""7096"",""7097"",""8993"",""912""]"
GO:0098581,detection of external biotic stimulus,GO,"[""10333"",""10392"",""114770"",""114771"",""23643"",""3105"",""3106"",""3123"",""3929"",""54106"",""57115"",""58484"",""64127"",""64581"",""7096"",""7097"",""7099"",""721"",""8993"",""912"",""949""]"
GO:0141060,disruption of anatomical structure in another organism,GO,"[""10578"",""114771"",""117159"",""117285"",""140823"",""140880"",""1457"",""1460"",""1667"",""1668"",""1670"",""1673"",""1991"",""2147"",""245939"",""2597"",""2633"",""3078"",""3080"",""3151"",""3273"",""353142"",""353143"",""353144"",""3853"",""400830"",""4057"",""4069"",""414325"",""4589"",""5196"",""55894"",""566"",""57115"",""6156"",""6223"",""6283"",""6357"",""6406"",""728358"",""7874"",""81494"",""820"",""84659"",""85236"",""8542"",""8970"",""8993""]"
GO:0141061,disruption of cell in another organism,GO,"[""10578"",""114771"",""117159"",""117285"",""140823"",""140880"",""1667"",""1668"",""1670"",""1673"",""1991"",""2147"",""245939"",""2597"",""2633"",""3078"",""3080"",""3151"",""3273"",""353142"",""353143"",""353144"",""3853"",""400830"",""4057"",""4069"",""414325"",""4589"",""5196"",""55894"",""566"",""57115"",""6156"",""6223"",""6283"",""6357"",""6406"",""728358"",""81494"",""820"",""84659"",""85236"",""8542"",""8970"",""8993""]"
GO:1902105,regulation of leukocyte differentiation,GO,"[""1021"",""10272"",""10288"",""10456"",""10524"",""10859"",""11005"",""11006"",""11025"",""11221"",""115352"",""1230"",""1378"",""1435"",""146433"",""149233"",""1493"",""171392"",""177"",""2124"",""2200"",""2213"",""2242"",""2309"",""23240"",""246778"",""259307"",""2621"",""27086"",""27166"",""282618"",""301"",""3059"",""3106"",""3122"",""3123"",""3135"",""3146"",""3204"",""325"",""3297"",""3440"",""3456"",""3458"",""3558"",""3565"",""3586"",""3593"",""3605"",""3623"",""3624"",""3665"",""3956"",""3958"",""3965"",""3976"",""399"",""406911"",""406937"",""406991"",""407030"",""4179"",""4192"",""4609"",""4860"",""50943"",""51176"",""51561"",""5196"",""54106"",""54997"",""55294"",""55626"",""558"",""5678"",""56998"",""5914"",""604"",""6046"",""6348"",""64115"",""6422"",""64410"",""652"",""6688"",""677"",""6850"",""695"",""6988"",""7124"",""7130"",""714"",""7189"",""7494"",""7535"",""79576"",""814"",""841"",""84293"",""84524"",""8600"",""861"",""8651"",""8737"",""8772"",""9092"",""920"",""9290"",""9370"",""9444"",""9607"",""972""]"
GO:1902107,positive regulation of leukocyte differentiation,GO,"[""10288"",""10456"",""10524"",""11006"",""11221"",""1230"",""1378"",""1435"",""146433"",""149233"",""177"",""2124"",""2242"",""2309"",""259307"",""2621"",""301"",""3059"",""3122"",""3123"",""3135"",""3146"",""3297"",""3458"",""3558"",""3565"",""3586"",""3593"",""3605"",""3956"",""3958"",""3965"",""3976"",""399"",""406937"",""4179"",""4860"",""50943"",""51176"",""51561"",""5196"",""54997"",""55626"",""558"",""56998"",""5914"",""604"",""6046"",""64115"",""64410"",""6688"",""677"",""6850"",""695"",""7124"",""7189"",""7494"",""7535"",""79576"",""841"",""8600"",""861"",""8651"",""8737"",""8772"",""9092"",""920"",""972""]"
GO:1903706,regulation of hemopoiesis,GO,"[""1021"",""10272"",""10288"",""10456"",""10524"",""10826"",""10859"",""11005"",""11006"",""11025"",""11221"",""114803"",""115352"",""116151"",""121504"",""1230"",""123169"",""1378"",""1432"",""1435"",""146433"",""149233"",""1493"",""161882"",""171392"",""177"",""2113"",""2124"",""2185"",""2200"",""2213"",""222166"",""2242"",""2309"",""23240"",""246778"",""259307"",""26013"",""2621"",""2623"",""27086"",""27166"",""282618"",""301"",""3059"",""3091"",""3106"",""3122"",""3123"",""3135"",""3146"",""3148"",""3202"",""3204"",""325"",""3276"",""3297"",""3303"",""3304"",""3313"",""338382"",""3440"",""3456"",""3458"",""3558"",""3565"",""3586"",""3593"",""3605"",""3623"",""3624"",""3665"",""3956"",""3958"",""3965"",""3976"",""399"",""405"",""406911"",""406937"",""406991"",""407006"",""407007"",""407030"",""4179"",""4192"",""440712"",""4602"",""4609"",""4850"",""4853"",""4860"",""50943"",""51176"",""51561"",""5196"",""53342"",""54106"",""54623"",""5469"",""54997"",""55170"",""55294"",""554313"",""55626"",""558"",""5600"",""5678"",""56998"",""57095"",""5914"",""604"",""6046"",""6348"",""64115"",""6422"",""64410"",""64783"",""652"",""6688"",""677"",""6772"",""6774"",""6777"",""6850"",""6886"",""695"",""6988"",""7124"",""7130"",""714"",""7189"",""7494"",""7535"",""7538"",""7564"",""79576"",""79577"",""80349"",""814"",""8294"",""8359"",""8360"",""8361"",""8362"",""8363"",""8364"",""8365"",""8366"",""8367"",""8368"",""8370"",""841"",""84293"",""84524"",""85477"",""8600"",""861"",""8651"",""8737"",""8772"",""9092"",""91"",""92"",""920"",""9290"",""9370"",""9444"",""9607"",""9646"",""972"",""9935""]"
GO:1903708,positive regulation of hemopoiesis,GO,"[""10288"",""10456"",""10524"",""11006"",""11221"",""1230"",""1378"",""1435"",""146433"",""149233"",""177"",""2124"",""2242"",""2309"",""259307"",""2621"",""301"",""3059"",""3122"",""3123"",""3135"",""3146"",""3297"",""3458"",""3558"",""3565"",""3586"",""3593"",""3605"",""3956"",""3958"",""3965"",""3976"",""399"",""406937"",""4179"",""4860"",""50943"",""51176"",""51561"",""5196"",""54997"",""55626"",""558"",""56998"",""5914"",""604"",""6046"",""64115"",""64410"",""6688"",""677"",""6850"",""695"",""7124"",""7189"",""7494"",""7535"",""79576"",""841"",""8600"",""861"",""8651"",""8737"",""8772"",""9092"",""920"",""972""]"
GO:1903715,regulation of aerobic respiration,GO,"[""11315"",""205"",""23479"",""26471"",""29997"",""3416"",""402"",""51085"",""6472"",""65018"",""6622"",""7415"",""84275"",""84300"",""863""]"
GO:1903725,regulation of phospholipid metabolic process,GO,"[""11261"",""21"",""2170"",""2181"",""2784"",""3356"",""3357"",""3358"",""341"",""344"",""376497"",""407031"",""5154"",""5155"",""5580"",""66036"",""84879"",""8776"",""8897"",""8898"",""9110"",""9971""]"
GO:1903900,regulation of viral life cycle,GO,"[""103"",""10318"",""104"",""10410"",""10450"",""10465"",""10475"",""10581"",""11043"",""11074"",""117854"",""131578"",""140564"",""1460"",""147339"",""1642"",""164668"",""1654"",""200315"",""200316"",""201626"",""2219"",""222537"",""22880"",""23272"",""2332"",""23367"",""23633"",""24138"",""2494"",""26986"",""27074"",""27183"",""27350"",""2934"",""29883"",""30835"",""3123"",""3146"",""325"",""339390"",""3428"",""3434"",""3440"",""3456"",""3576"",""3669"",""3838"",""388646"",""3956"",""3965"",""4057"",""4061"",""4261"",""4599"",""4938"",""4940"",""5034"",""5045"",""51495"",""51763"",""5359"",""54737"",""5478"",""5481"",""55223"",""55254"",""55337"",""558"",""5586"",""5610"",""5629"",""56649"",""56829"",""57506"",""5806"",""5819"",""5886"",""6041"",""60489"",""6352"",""63901"",""64135"",""6590"",""6609"",""6732"",""6733"",""6780"",""684"",""6895"",""7113"",""7124"",""7153"",""7155"",""7251"",""7301"",""7706"",""7726"",""79720"",""8091"",""81559"",""8468"",""8519"",""85363"",""8547"",""8638"",""8724"",""8815"",""89870"",""9023"",""91543"",""920"",""9217"",""9636"",""9683"",""972""]"
GO:1903901,negative regulation of viral life cycle,GO,"[""10410"",""10581"",""11043"",""11074"",""131578"",""1460"",""147339"",""2219"",""2934"",""325"",""3440"",""4061"",""4261"",""5478"",""5806"",""684"",""7726"",""81559"",""8519"",""85363"",""8547"",""8724"",""89870"",""9023""]"
GO:1903902,positive regulation of viral life cycle,GO,"[""10475"",""2332"",""23633"",""27183"",""30835"",""3123"",""3146"",""339390"",""3838"",""3956"",""3965"",""5034"",""5045"",""558"",""56649"",""6609"",""7113"",""7251"",""7301"",""79720"",""81559"",""920"",""972""]"
GO:2000116,regulation of cysteine-type endopeptidase activity,GO,"[""10016"",""10017"",""10049"",""10134"",""1032"",""10392"",""10395"",""10399"",""10541"",""10542"",""10550"",""10892"",""11315"",""114548"",""114769"",""117584"",""1285"",""130399"",""1447"",""1457"",""1509"",""1611"",""1612"",""1654"",""1800"",""2149"",""2152"",""2168"",""22861"",""22900"",""23151"",""23204"",""23411"",""23787"",""2537"",""255082"",""2621"",""26355"",""26999"",""27074"",""27429"",""2810"",""2876"",""2903"",""29108"",""2934"",""29843"",""3092"",""3146"",""317"",""329"",""330"",""331"",""3329"",""340485"",""3428"",""3476"",""355"",""356"",""358"",""373509"",""3932"",""3965"",""400410"",""4057"",""406884"",""406948"",""407019"",""4088"",""4102"",""4137"",""414899"",""4210"",""4217"",""4318"",""444"",""4609"",""4671"",""4804"",""4824"",""4838"",""489"",""5062"",""5076"",""51024"",""51065"",""51079"",""5134"",""51499"",""5329"",""5366"",""54205"",""5468"",""55011"",""55031"",""55081"",""551"",""55367"",""55655"",""55795"",""5641"",""56616"",""5698"",""572"",""57630"",""578"",""581"",""58484"",""5894"",""5978"",""5988"",""6091"",""6188"",""6195"",""6197"",""6279"",""6280"",""64065"",""64170"",""64581"",""6478"",""6622"",""6657"",""666"",""668"",""6714"",""6850"",""7057"",""7124"",""7422"",""7498"",""7805"",""79594"",""79886"",""80196"",""80758"",""831"",""834"",""83595"",""83596"",""83874"",""841"",""842"",""84630"",""8743"",""8767"",""8772"",""8915"",""8996"",""9026"",""9131"",""9141"",""91662"",""9314"",""9447"",""960"",""9647"",""9705"",""9966"",""9994""]"
GO:2001198,regulation of dendritic cell differentiation,GO,"[""10288"",""10859"",""177"",""2213"",""3106"",""3135"",""3146"",""3956"",""3958"",""3965""]"
GO:2001233,regulation of apoptotic signaling pathway,GO,"[""10018"",""10059"",""10105"",""10116"",""10134"",""10197"",""1032"",""10399"",""10449"",""10488"",""10525"",""10771"",""11315"",""114971"",""117584"",""1191"",""120892"",""138065"",""138151"",""1437"",""1457"",""1459"",""147138"",""153090"",""1540"",""162989"",""1649"",""1654"",""1687"",""183"",""186"",""1984"",""2023"",""2056"",""207"",""219699"",""219790"",""220042"",""2243"",""2244"",""2260"",""2266"",""22954"",""23017"",""23028"",""23411"",""23542"",""23604"",""2395"",""246330"",""2537"",""255027"",""25793"",""259230"",""25946"",""26155"",""2623"",""26471"",""2668"",""27069"",""27166"",""27429"",""2876"",""28978"",""29108"",""292"",""2932"",""2950"",""29979"",""3064"",""3082"",""3091"",""3162"",""3301"",""3303"",""3304"",""3383"",""3456"",""3479"",""355"",""3552"",""3553"",""3622"",""3624"",""3655"",""367"",""3685"",""3932"",""3958"",""4055"",""406934"",""406948"",""406950"",""406976"",""406991"",""407006"",""407007"",""407019"",""407024"",""4102"",""4150"",""4170"",""4193"",""4282"",""4318"",""4487"",""4582"",""4609"",""467"",""468"",""4690"",""4722"",""4780"",""4824"",""4841"",""4929"",""4976"",""5034"",""50486"",""5054"",""5062"",""5071"",""51024"",""51060"",""51079"",""51330"",""51384"",""51499"",""51616"",""51657"",""5196"",""5329"",""5366"",""5371"",""5414"",""5478"",""54929"",""54978"",""55011"",""55023"",""551"",""5519"",""55294"",""55829"",""5598"",""5625"",""56624"",""56658"",""57007"",""5716"",""57448"",""57630"",""578"",""57805"",""581"",""5831"",""5859"",""596"",""5970"",""5979"",""598"",""6154"",""6188"",""6201"",""6279"",""6280"",""637"",""6376"",""6387"",""64114"",""6421"",""6422"",""6477"",""6478"",""64798"",""64844"",""65018"",""6591"",""6615"",""6647"",""6648"",""6672"",""6714"",""672"",""6810"",""6880"",""7009"",""7015"",""7046"",""7057"",""7124"",""7128"",""7157"",""7164"",""7178"",""7185"",""7186"",""7314"",""7494"",""754"",""7857"",""79886"",""80196"",""84231"",""84447"",""84893"",""8531"",""8567"",""857"",""8678"",""8682"",""8725"",""8737"",""8742"",""8743"",""8772"",""8837"",""8915"",""8996"",""90"",""9368"",""9451"",""9529"",""960"",""9709"",""972"",""9774""]"
HP:0000095,Abnormal renal glomerulus morphology,Monarch,"[""100"",""100147744"",""10125"",""10253"",""10318"",""10651"",""10677"",""10785"",""11277"",""112858"",""1184"",""1188"",""1230"",""1285"",""1286"",""1287"",""1294"",""1314"",""1380"",""149233"",""1493"",""1736"",""1743"",""1773"",""1776"",""1777"",""1788"",""182"",""2013"",""2034"",""2113"",""2182"",""2184"",""2212"",""2213"",""2215"",""221895"",""2271"",""2303"",""23095"",""23165"",""23279"",""2335"",""23500"",""23607"",""23630"",""2538"",""2542"",""25959"",""25974"",""26130"",""26191"",""2625"",""27031"",""2717"",""27235"",""286204"",""29927"",""3075"",""3106"",""3113"",""3115"",""3123"",""337867"",""3426"",""3459"",""348"",""3500"",""355"",""356"",""3586"",""3592"",""3654"",""3663"",""3675"",""3684"",""3691"",""3716"",""3758"",""3911"",""3913"",""396"",""4000"",""4010"",""4149"",""4191"",""4204"",""4210"",""4311"",""4312"",""4552"",""4582"",""4643"",""4763"",""4868"",""4952"",""50485"",""5076"",""50943"",""51002"",""51004"",""51134"",""51196"",""51284"",""5133"",""51479"",""51752"",""5238"",""5339"",""54345"",""54443"",""54885"",""54899"",""54949"",""55024"",""55243"",""55505"",""55644"",""55654"",""55746"",""5580"",""5657"",""57122"",""57169"",""57728"",""5800"",""5972"",""5979"",""6389"",""6390"",""6391"",""6392"",""640"",""64423"",""65082"",""6557"",""6559"",""6696"",""6775"",""6928"",""7099"",""712"",""7128"",""718"",""720"",""721"",""7225"",""7332"",""7428"",""7454"",""7456"",""7490"",""7535"",""7809"",""7827"",""7840"",""79023"",""79693"",""79731"",""79902"",""79932"",""79934"",""81"",""81494"",""81603"",""8260"",""8270"",""8302"",""83478"",""8402"",""843"",""84520"",""84823"",""84942"",""8518"",""8526"",""8542"",""8651"",""8879"",""9056"",""93649"",""950"",""9663"",""9688"",""9722"",""975"",""977"",""9863"",""9949""]"
HP:0000206,Glossitis,Monarch,"[""113235"",""25974"",""26191"",""3106"",""3123"",""340024"",""55630"",""55788"",""57393"",""8029"",""81693"",""8974""]"
HP:0000421,Epistaxis,Monarch,"[""10235"",""1053"",""11234"",""1130"",""1181"",""1493"",""1584"",""1585"",""2022"",""2050"",""2057"",""2120"",""2147"",""2153"",""2155"",""2157"",""2158"",""2159"",""2160"",""2162"",""2165"",""2243"",""2244"",""2266"",""23218"",""2533"",""2542"",""26191"",""2623"",""2629"",""2658"",""2677"",""2811"",""2812"",""2815"",""3106"",""3113"",""3115"",""3123"",""3162"",""3257"",""342618"",""3458"",""359948"",""3674"",""3690"",""3717"",""3762"",""388552"",""3998"",""4010"",""4089"",""4352"",""4615"",""4627"",""4869"",""4926"",""5054"",""51119"",""51206"",""5205"",""5328"",""5335"",""5371"",""54790"",""54880"",""55340"",""5551"",""5568"",""5573"",""5657"",""5795"",""5914"",""5921"",""63915"",""64805"",""64859"",""6714"",""6774"",""6777"",""6786"",""6812"",""6915"",""7012"",""7015"",""7171"",""7450"",""7454"",""7456"",""7704"",""776"",""79718"",""79803"",""81608"",""8328"",""83706"",""84062"",""84343"",""861"",""87"",""8974"",""89781"",""90411"",""9103"",""94"",""9578""]"
HP:0000554,Uveitis,Monarch,"[""10125"",""10273"",""10507"",""10892"",""114548"",""1161"",""130340"",""144811"",""1776"",""2067"",""2072"",""2074"",""220202"",""22861"",""26191"",""26525"",""2697"",""27086"",""2859"",""3106"",""3123"",""326"",""330"",""3492"",""355"",""3559"",""356"",""3560"",""3569"",""3662"",""4282"",""4485"",""51360"",""5580"",""56244"",""5771"",""641"",""64127"",""6775"",""6925"",""7086"",""7128"",""7132"",""726"",""79722"",""843"",""8517"",""8915"",""919"",""939"",""987""]"
HP:0000622,Blurred vision,Monarch,"[""10528"",""114548"",""1188"",""1282"",""1296"",""1308"",""138050"",""1621"",""167691"",""19"",""30813"",""3105"",""3123"",""335"",""3736"",""4070"",""4137"",""4720"",""477"",""50964"",""55812"",""58495"",""6121"",""6329"",""6335"",""6559"",""6935"",""7045"",""773"",""79977"",""83959"",""84277"",""9227"",""9881""]"
HP:0000695,Natal tooth,Monarch,"[""10269"",""11128"",""126695"",""132884"",""1387"",""139285"",""153241"",""1801"",""1832"",""2033"",""2121"",""2263"",""22858"",""2316"",""23384"",""26005"",""27152"",""2737"",""3728"",""3853"",""3854"",""3868"",""3872"",""4000"",""404672"",""4281"",""4750"",""54903"",""55703"",""56975"",""5745"",""58508"",""64919"",""7403"",""7407"",""79813"",""8085""]"
HP:0000790,Hematuria,Monarch,"[""10155"",""10253"",""10318"",""10413"",""10568"",""10686"",""10758"",""11093"",""112744"",""11277"",""11281"",""112817"",""116085"",""1184"",""1282"",""1285"",""1286"",""1287"",""1288"",""129563"",""135228"",""1380"",""1493"",""149461"",""1497"",""1743"",""1773"",""1776"",""1788"",""1801"",""189"",""2022"",""2034"",""2113"",""2147"",""2153"",""2157"",""2158"",""2159"",""2182"",""2213"",""2215"",""221895"",""2243"",""2271"",""22909"",""23095"",""23193"",""2335"",""23395"",""23607"",""23630"",""23765"",""2542"",""25959"",""25974"",""26191"",""2625"",""2629"",""2658"",""27031"",""2717"",""2719"",""2811"",""2812"",""2815"",""283120"",""29880"",""3043"",""3075"",""3106"",""3113"",""3115"",""3123"",""3162"",""3251"",""335"",""3426"",""3500"",""353"",""3586"",""359948"",""3654"",""3655"",""3663"",""3673"",""3674"",""3684"",""3690"",""3691"",""3998"",""4010"",""4069"",""4089"",""4149"",""4179"",""4191"",""4204"",""4643"",""4763"",""4853"",""4869"",""4926"",""4952"",""50485"",""5052"",""5076"",""5087"",""51284"",""5133"",""51726"",""5213"",""5310"",""5311"",""5345"",""5371"",""54"",""54880"",""54899"",""54949"",""55024"",""55109"",""55654"",""5573"",""55746"",""5657"",""56606"",""567"",""5914"",""5978"",""5979"",""629"",""6303"",""6389"",""6390"",""6391"",""6392"",""640"",""64423"",""64581"",""64859"",""6523"",""6696"",""6711"",""6720"",""675"",""6774"",""6775"",""6777"",""6786"",""6928"",""7056"",""7128"",""718"",""720"",""721"",""7248"",""7249"",""7332"",""7372"",""7428"",""7490"",""7704"",""79718"",""79796"",""79902"",""79932"",""80114"",""8029"",""81494"",""81608"",""8402"",""84818"",""84823"",""8974"",""90411"",""9103"",""9319"",""9380"",""94"",""950"",""9663"",""9688"",""9722"",""9742"",""975"",""9949""]"
HP:0000873,Diabetes insipidus,Monarch,"[""10735"",""11277"",""128674"",""1493"",""1499"",""207"",""2253"",""2260"",""23007"",""23019"",""23432"",""257"",""2619"",""26191"",""26276"",""2717"",""2736"",""28514"",""3106"",""3113"",""3115"",""3123"",""359"",""4838"",""493856"",""4952"",""5015"",""50937"",""54675"",""551"",""554"",""55717"",""56244"",""5631"",""5657"",""5727"",""5728"",""582"",""6091"",""63894"",""6469"",""6491"",""6496"",""6657"",""6658"",""673"",""6997"",""7050"",""7466"",""7546"",""7840"",""79140"",""79989"",""8243"",""84100"",""84976"",""8626"",""8820"",""8928"",""8974"",""89884"",""92335"",""9915""]"
HP:0000975,Hyperhidrosis,Monarch,"[""1001"",""100134444"",""10161"",""1029"",""1041"",""1080"",""10892"",""11280"",""114548"",""1185"",""1188"",""1200"",""1201"",""1203"",""1291"",""1308"",""1499"",""1508"",""1509"",""1512"",""162514"",""1644"",""1736"",""1743"",""1788"",""1828"",""200734"",""2034"",""2055"",""2263"",""2271"",""22891"",""229"",""23095"",""23516"",""23529"",""23769"",""2517"",""2556"",""256471"",""26191"",""26277"",""27086"",""283120"",""284654"",""2887"",""2896"",""3060"",""3074"",""3094"",""3106"",""3119"",""3123"",""3145"",""3172"",""3190"",""3248"",""3265"",""330"",""3481"",""3492"",""3508"",""3572"",""3593"",""3717"",""3728"",""3736"",""3767"",""3848"",""3852"",""3853"",""3854"",""3857"",""3861"",""3868"",""3872"",""388962"",""3914"",""3977"",""4149"",""4191"",""4221"",""4340"",""4352"",""4763"",""477"",""478"",""4869"",""4914"",""5032"",""5073"",""51360"",""51750"",""54463"",""547"",""54949"",""54982"",""55135"",""55164"",""5538"",""55505"",""55651"",""55654"",""5573"",""55768"",""5604"",""5605"",""5621"",""57152"",""5818"",""595"",""5979"",""6335"",""6389"",""6390"",""6391"",""6392"",""64065"",""64072"",""64837"",""6507"",""65125"",""6559"",""6571"",""667"",""6697"",""673"",""6833"",""6898"",""6927"",""6945"",""7012"",""7015"",""7066"",""7157"",""7298"",""7351"",""7428"",""7528"",""773"",""779"",""79650"",""80169"",""80326"",""80331"",""83550"",""8402"",""84133"",""8450"",""8517"",""8518"",""8710"",""8802"",""8803"",""8915"",""8929"",""8974"",""9049"",""9244"",""9373"",""9630"",""9881""]"
HP:0000982,Palmoplantar keratoderma,Monarch,"[""100144748"",""10483"",""1075"",""1080"",""10804"",""11012"",""121214"",""126410"",""127534"",""1294"",""1308"",""1474"",""1475"",""1493"",""162"",""162514"",""1736"",""1824"",""1828"",""1832"",""204219"",""205717"",""207"",""2263"",""22861"",""23328"",""242"",""2531"",""25959"",""26154"",""26277"",""2697"",""2706"",""284654"",""285848"",""286887"",""29926"",""3248"",""348938"",""3691"",""3728"",""3845"",""3848"",""3849"",""3852"",""3853"",""3854"",""3858"",""3861"",""3868"",""3872"",""3889"",""3909"",""3914"",""3918"",""4014"",""4047"",""412"",""4312"",""4869"",""488"",""5073"",""51360"",""51371"",""5167"",""51750"",""5184"",""5290"",""5317"",""5339"",""54795"",""55135"",""55505"",""55612"",""55651"",""5604"",""5605"",""56916"",""57152"",""57192"",""5728"",""59344"",""60684"",""6390"",""6391"",""6392"",""64065"",""673"",""6820"",""6898"",""7012"",""7015"",""7051"",""7133"",""7286"",""7298"",""7373"",""79092"",""79644"",""79650"",""79651"",""79719"",""79977"",""80169"",""80326"",""8086"",""8626"",""8710"",""9342"",""940""]"
HP:0000989,Pruritus,Monarch,"[""100"",""1041"",""10457"",""10507"",""10599"",""10654"",""10758"",""1080"",""10999"",""11012"",""112744"",""11280"",""113220"",""114548"",""121214"",""121391"",""126410"",""1294"",""133396"",""1474"",""147409"",""1493"",""1499"",""151516"",""162514"",""171023"",""1776"",""1832"",""2034"",""204219"",""2057"",""2224"",""2235"",""2271"",""2313"",""23509"",""23534"",""23765"",""242"",""26154"",""2623"",""26276"",""28234"",""285848"",""2859"",""2934"",""3119"",""3122"",""3123"",""348938"",""3561"",""3572"",""3575"",""3592"",""3594"",""362"",""3663"",""368"",""3717"",""375056"",""3815"",""3852"",""3858"",""3861"",""388698"",""3930"",""3939"",""3981"",""3988"",""4035"",""4157"",""4352"",""4485"",""4597"",""4598"",""4645"",""488"",""4893"",""51473"",""5156"",""5167"",""5184"",""5205"",""5244"",""5314"",""5317"",""5336"",""5339"",""540"",""5450"",""54532"",""54790"",""54795"",""55636"",""55851"",""55898"",""56983"",""57003"",""5774"",""5894"",""5896"",""5897"",""59344"",""6023"",""6335"",""6336"",""63894"",""63910"",""64065"",""6427"",""64421"",""64581"",""6689"",""672"",""673"",""675"",""6768"",""6774"",""6809"",""6820"",""6925"",""7051"",""7066"",""7133"",""7389"",""7390"",""7512"",""79092"",""79258"",""80270"",""831"",""84818"",""8482"",""84905"",""84936"",""861"",""8647"",""867"",""9076"",""9180"",""940"",""9414"",""9966"",""9968"",""9971""]"
